sample_id,price
100179,11.47187183630915
245611,15.917922808235007
146263,17.973433709005356
95658,6.773372000085759
36806,32.0871602474829
148239,5.10959680005577
92659,5.896290940436699
3780,12.281931686602897
196940,7.051160914022591
20472,7.149191250415134
121721,20.9030606043692
127336,3.7705482107678163
20801,48.37240726521163
30103,9.867991815862291
68691,22.338953181225417
230703,5.60852925568767
3342,10.585407943197888
115635,7.77962297796898
221565,10.94605607256544
265927,32.91371100220334
290421,10.305709234400355
222203,6.597393357307981
40595,6.203076496342478
157931,13.619534191223618
41814,11.797828619884127
250478,60.85642664925145
130232,11.863203463699044
155825,17.054202196756453
42104,12.757224716588912
148748,52.43758373667278
247548,5.359006516022201
262167,18.455564500702792
100183,24.630711796076753
168985,1.4720929539479974
18411,69.44693599589739
111287,6.72946733788452
156813,5.632897931271889
194861,4.724861941451493
104298,21.334698328035728
59033,5.862561771066746
31133,38.46458487842421
299318,3.7659166734599943
255038,10.460382182512838
220578,111.98528056745685
38995,10.273817447454507
253068,8.029345058374211
282143,6.67760707703854
226531,15.535192206897312
233215,72.61974983148082
33295,5.759101810646239
198185,14.712457946490114
238324,1.638040586740171
121672,24.272526845567885
21434,14.090449119850947
61747,9.184042609455473
270417,16.73912399424774
105202,9.758938764399504
202880,14.018240122124546
79564,10.457043032230633
251317,7.23045229594275
205434,17.382091880575047
15315,7.1405927891679974
276163,9.216184960686787
245021,44.95813047249815
25664,46.172455925453086
90451,4.805149608658865
5215,9.401547145648813
68223,32.77437990008688
135447,29.0690189624455
58777,19.332835101314803
73979,13.271288275850548
173699,11.146118634187646
201120,18.560468631361108
64448,10.118229792660896
243239,28.428251455080716
280496,9.316518452190335
293812,9.049354255141054
35203,3.140329354944552
31858,36.76110886426949
162188,4.214452325777253
193450,8.969522425804847
34991,5.062887617227531
232133,29.74727023775322
294874,1.64776633765153
160416,20.759511560863203
104466,20.35298725694084
284624,1.9555249806123145
19742,55.13325281756875
87611,35.84650060413188
227957,122.29884926352915
68427,5.717800189214432
204601,30.7198616490519
107223,8.199488007995381
237588,34.69949284690381
1313,3.2538956098441716
196900,3.1413790554932297
22107,31.646809369443186
73030,6.678936466841582
181909,29.950940476729553
23045,14.663981944090049
142744,139.3503428417048
169122,14.803410997647875
239815,21.921228232849693
41952,27.137098238585203
227911,6.995965352164398
31484,8.887999437839516
252567,2.088607220761929
225977,23.98356347771643
48243,14.384199536942404
201046,30.17880050353719
161001,69.21957702811514
292827,7.777583497722889
159584,10.417545136788801
281316,16.17205247534463
224188,6.788799583437916
281823,18.061246921151984
214851,21.634049717566487
67570,8.966680926598803
102740,14.31500747471649
11978,23.068083489280685
289925,16.13584582194266
40458,3.945544912522683
278700,24.248969323516153
38662,11.557673458127093
99886,16.863124440642952
172816,7.2913927107433265
275563,9.81585222913664
26172,3.8825927111697216
277062,4.713565050225981
82592,13.594977223596029
266300,11.83219043970581
202617,42.387169965665365
234007,15.261938241693349
78684,8.0524700067221
42824,16.983969353904737
128386,11.583488625971944
252965,8.315322863756224
277363,12.663699797521044
54646,11.855703809373773
149645,19.172540939773846
206564,13.718931294236693
29321,21.53820914302594
193776,6.876681138351002
60214,14.076114478838491
133606,12.489402301295248
95844,17.462189756595933
75072,3.5063720401500738
71643,35.334644467193726
297677,6.52100481670113
298180,10.532995441375913
267622,4.631986904986388
129731,15.516845087106809
72776,14.437955222326178
286221,6.67486996157221
93467,5.313992060470838
173148,22.76678754931558
143720,83.41399447058238
52592,11.9213315510617
225085,12.366587847197213
213670,11.07895562732314
142420,64.50834139241671
1008,3.7778478547658456
128631,62.680625099077716
44224,11.227283391056723
16363,35.631341404540095
64551,20.88064513557684
217996,12.704326334734683
262406,1.9441838409525536
165161,14.453994817489944
238864,25.259550446272105
227930,21.610429288259866
77202,8.59344360574764
193685,8.094764302101899
114683,3.897801899906301
197108,76.59786468305474
200477,3.636406822301626
144035,32.04642202530441
281994,5.855459085360513
63221,93.57073342052041
269260,9.9825840142715
284873,3.588525182054143
94407,30.7227885119587
243579,18.862999312451063
51262,16.524643007936128
115285,10.32418438451068
247763,12.576141462441235
298054,16.865895070423885
275947,7.92248684079838
33858,3.7750440030195316
189285,96.95882930479475
62318,55.897294125614486
93113,4.208843516611852
155548,3.2811852177787917
220244,34.17184174121565
22363,6.951177265103493
